"msgId","msgSvrId","type","status","isSend","isShowTimer","createTime","talker","content","imgPath","reserved","lvbuffer","transContent","transBrandWording","talkerId","bizClientMsgId","bizChatId","bizChatUserId","msgSeq","flag"
"228","8640436259090960729","1","4","0","","1618935067000","wxid_o1ftbileig8i21","一般好看一般努力的普通人吧[皱眉]","","","{","","","497","","-1","","710476025","0"
"229","6256816861856173524","1","2","1","","1618935074940","wxid_o1ftbileig8i21","哈哈哈哈","","","{","","","497","","-1","","0","0"
"230","4019422064965010252","1","2","1","","1618935081105","wxid_o1ftbileig8i21","对喽","","","{","","","497","","-1","","0","0"
"231","7969903760731871644","1","2","1","","1618935099773","wxid_o1ftbileig8i21","自谦中带着满满自信","","","{","","","497","","-1","","0","0"
"232","4240732976382509512","1","4","0","","1618935136000","wxid_o1ftbileig8i21","我说错了，更正下，长相平平比较努力的普通女生","","","{","","","497","","-1","","710476029","0"
"233","3842162659226161033","1","2","1","","1618935156124","wxid_o1ftbileig8i21","不对，你就是又好看又努力","","","{","","","497","","-1","","0","0"
"234","4687396247511325791","1","2","1","","1618935165149","wxid_o1ftbileig8i21","实际不就是这样吗","","","{","","","497","","-1","","0","0"
"235","9076667838486038538","1","2","1","","1618935173959","wxid_o1ftbileig8i21","干啥妄自菲薄","","","{","","","497","","-1","","0","0"
"236","8223353741631157867","1","2","1","","1618935216504","wxid_o1ftbileig8i21","我还经常号称太理吴彦祖呢","","","{","","","497","","-1","","0","0"
"237","3191335418014447891","1","4","0","","1618935230000","wxid_o1ftbileig8i21","嗯，我可能缺乏自信吧[皱眉]","","","{","","","497","","-1","","710476034","0"
"238","8894373971473563425","1","4","0","","1618935231000","wxid_o1ftbileig8i21","哈哈哈","","","{","","","497","","-1","","710476035","0"
"239","2383935687860615254","1","2","1","","1618935259422","wxid_o1ftbileig8i21","我那可能是盲目自信哈[皱眉]","","","{","","","497","","-1","","0","0"
"240","6657720200918659831","1","4","0","","1618935262000","wxid_o1ftbileig8i21","你太幽默了，太理吴彦祖，可以的","","","{","","","497","","-1","","710476037","0"
"241","8814506724849466684","1","2","1","","1618935293183","wxid_o1ftbileig8i21","输人也不能输阵呢","","","{","","","497","","-1","","0","0"
"242","7728699046378156593","1","4","0","","1618935294000","wxid_o1ftbileig8i21","既然没见过你们学校其他人，那就默认你是最帅的吧","","","{","","","497","","-1","","710476039","0"
"243","7368354645057480680","1","2","1","","1618935307058","wxid_o1ftbileig8i21","开心","","","{","","","497","","-1","","0","0"
"244","8712140071552995364","1","4","0","","1618935307059","wxid_o1ftbileig8i21","[憨笑]","","","{","","","497","","-1","","710476040","0"
"245","8287595218191088247","1","2","1","","1618935331134","wxid_o1ftbileig8i21","你也是我觉得最好看的","","","{","","","497","","-1","","0","0"
"246","5500970615392625581","1","4","0","","1618935442000","wxid_o1ftbileig8i21","我觉得你还是不要用那张特别浓妆的照片了[皱眉]换个淡的风格吧，虽然是艺术照，也P的不像本人","","","{","","","497","","-1","","710476044","0"
"247","3050449717872760621","1","2","1","","1618495120911","wxid_o1ftbileig8i21","好家伙","","","{","","","497","","-1","","0","0"
"248","4261972123274354567","1","2","1","","1618495131340","wxid_o1ftbileig8i21","强度堪比互联网啊","","","{","","","497","","-1","","0","0"
"249","6200148825638427008","1","2","1","","1618495150028","wxid_o1ftbileig8i21","刚还在脉脉上看到这个","","","{","","","497","","-1","","0","0"
"250","7970662194499198096","1","4","0","","1618495154000","wxid_o1ftbileig8i21","要是有互联网的待遇也好呀","","","{","","","497","","-1","","710470798","0"
"251","8177602527623022486","3","2","1","","1618495157018","wxid_o1ftbileig8i21","<msg><img encryver="""" cdnthumbheight=""0"" cdnthumbwidth=""0"" cdnmidheight=""0"" cdnmidwidth=""0"" cdnhdheight=""0"" cdnhdwidth=""0"" cdnbigimgurl=""307d0201000471306f0201000204993fd09e02032f54cf0204b0b3066f0204607846b5044a617570696d675f323936333232383532356466323364365f313631383439353135373031385f39316337336137362d633235652d346531352d393536362d333566393461346638373133020401092a010201000405004c52af00"" hdlength=""200852"" md5="""" length=""12582"" cdnthumbaeskey=""a37ef450edc2cac564e6efc41a8cc67b"" cdnthumblength=""3541"" aeskey=""a37ef450edc2cac564e6efc41a8cc67b"" cdnmidimgurl=""307d0201000471306f0201000204993fd09e02032f54cf0204b0b3066f0204607846b5044a617570696d675f323936333232383532356466323364365f313631383439353135373031385f39316337336137362d633235652d346531352d393536362d333566393461346638373133020401092a010201000405004c52af00"" cdnthumburl=""307d0201000471306f0201000204993fd09e02032f54cf0204b0b3066f0204607846b5044a617570696d675f323936333232383532356466323364365f313631383439353135373031385f39316337336137362d633235652d346531352d393536362d333566393461346638373133020401092a010201000405004c52af00"" /></msg>","THUMBNAIL_DIRPATH://th_3938eaeff7ae30fde363a66e8d1053b8","","{","","","497","","-1","","0","0"
"252","7489169725244436239","1","4","0","","1618495159000","wxid_o1ftbileig8i21","[捂脸]","","","{","","","497","","-1","","710470800","0"
"253","2610830345441385568","1","2","1","","1618495196156","wxid_o1ftbileig8i21","晚上加班到几点","","","{","","","497","","-1","","0","0"
"254","3535930285745282489","1","4","0","","1618495215000","wxid_o1ftbileig8i21","大概11点了","","","{","","","497","","-1","","710470806","0"
"255","9124529350343421459","1","2","1","","1618495230087","wxid_o1ftbileig8i21","[天啊][裂开]","","","{","","","497","","-1","","0","0"
"256","554642013653397052","1","2","1","","1618495278495","wxid_o1ftbileig8i21","我去年在美团写了半年代码，最晚也就十点半，你们这也太不人道了","","","{","","","497","","-1","","0","0"
"257","1200689322569513758","1","4","0","","1618495314000","wxid_o1ftbileig8i21","是啊，我们还有项目到凌晨下班的[撇嘴]","","","{","","","497","","-1","","710470811","0"
"258","8402539494912987658","1","2","1","","1618495390039","wxid_o1ftbileig8i21","适当摸摸鱼","","","{","","","497","","-1","","0","0"
"259","2032449102677223933","1","2","1","","1618495403705","wxid_o1ftbileig8i21","身体第一","","","{","","","497","","-1","","0","0"
"260","6488014605650492460","47","4","0","","1618495416000","wxid_o1ftbileig8i21","wxid_o1ftbileig8i21:0:0:ab29706fee07c6e7073aef2cdcdce9d5::0
","ab29706fee07c6e7073aef2cdcdce9d5","","{","","","497","","-1","","710470817","0"
"261","6280570854763614401","1","2","1","","1618499596809","wxid_o1ftbileig8i21","下班没？","","","{","","","497","","-1","","0","0"
"262","3672625987931249441","1","4","0","","1618499629000","wxid_o1ftbileig8i21","嗯嗯刚打上车","","","{","","","497","","-1","","710470961","0"
"263","3945653636630270217","1","2","1","","1618499715024","wxid_o1ftbileig8i21","加班这么厉害吗","","","{","","","497","","-1","","0","0"
"264","5622298751287979272","1","4","0","","1618499789000","wxid_o1ftbileig8i21","对呀，最忙的时候在1到3月","","","{","","","497","","-1","","710470987","0"
"265","1407576891943530479","1","4","0","","1618499821000","wxid_o1ftbileig8i21","有时候凌晨两三点回去","","","{","","","497","","-1","","710470990","0"
"266","8776533651404296960","1","2","1","","1618499868370","wxid_o1ftbileig8i21","辛苦辛苦","","","{","","","497","","-1","","0","0"
"267","1671539732249639224","1","4","0","","1618499873000","wxid_o1ftbileig8i21","不上班之前都想象不到原来人的承受力可以这么强[捂脸]","","","{","","","497","","-1","","710470995","0"
"268","5119345075682576398","1","2","1","","1618500004573","wxid_o1ftbileig8i21","被逼出来的[捂脸]","","","{","","","497","","-1","","0","0"
"269","3690098354658044568","1","2","1","","1618500052413","wxid_o1ftbileig8i21","我本科刚毕业那会工作比这加班还厉害，现在想想简直地狱，但是那会就像不知道累一样","","","{","","","497","","-1","","0","0"
"270","5973583548875616040","1","4","0","","1618500275000","wxid_o1ftbileig8i21","嗯嗯，特别工作环境里的人都这样的话也就会慢慢习惯","","","{","","","497","","-1","","710471028","0"
"271","8462161612120388734","1","4","0","","1618500278000","wxid_o1ftbileig8i21","[破涕为笑]","","","{","","","497","","-1","","710471029","0"
"272","8644135751537872042","1","4","0","","1618500289000","wxid_o1ftbileig8i21","你当时是做什么工作呀","","","{","","","497","","-1","","710471032","0"
"273","5755734412004884801","1","2","1","","1618500313316","wxid_o1ftbileig8i21","我在中国建筑。。","","","{","","","497","","-1","","0","0"
"274","8764755189265737683","1","2","1","","1618500327789","wxid_o1ftbileig8i21","施工一线[捂脸]","","","{","","","497","","-1","","0","0"
"275","3999542892269855058","1","4","0","","1618500344000","wxid_o1ftbileig8i21","不是软件工程专业么","","","{","","","497","","-1","","710471037","0"
"276","3233553280690858006","1","2","1","","1618500353128","wxid_o1ftbileig8i21","本科是采矿工程","","","{","","","497","","-1","","0","0"
"277","7484748101830285930","1","2","1","","1618500358694","wxid_o1ftbileig8i21","研究生软件工程","","","{","","","497","","-1","","0","0"
"278","6148226925382218908","1","4","0","","1618500370000","wxid_o1ftbileig8i21","跨专业读研也是蛮厉害","","","{","","","497","","-1","","710471041","0"
"279","5784302304771878524","1","2","1","","1618500396941","wxid_o1ftbileig8i21","被现实毒打了一顿，才知道职业选择有问题","","","{","","","497","","-1","","0","0"
"280","8367219881238686395","1","4","0","","1618500514000","wxid_o1ftbileig8i21","一边试错一边调整方向也挺好","","","{","","","497","","-1","","710471050","0"
"281","5295003700808744391","1","4","0","","1618500584000","wxid_o1ftbileig8i21","我现在因为经验不足也不是很好跳槽，就想先攒攒工作经验","","","{","","","497","","-1","","710471062","0"
"282","1640077085860168412","1","2","1","","1618500632148","wxid_o1ftbileig8i21","不着急，你这时间还多着呢","","","{","","","497","","-1","","0","0"
"283","1024161655270088064","1","2","1","","1618500697852","wxid_o1ftbileig8i21","现在做好手里的事情就够了","","","{","","","497","","-1","","0","0"
"284","3366268338081160104","1","2","1","","1618500798981","wxid_o1ftbileig8i21","年轻时总要付出一点嘛，我这两年在学校也是披星戴月的","","","{","","","497","","-1","","0","0"
"285","2659018837016347185","1","4","0","","1618500835000","wxid_o1ftbileig8i21","嗯嗯确实是得先做好当下的事情","","","{","","","497","","-1","","710471087","0"
"286","6143099260665543310","1","4","0","","1618500855000","wxid_o1ftbileig8i21","刚回到住的地方","","","{","","","497","","-1","","710471096","0"
"287","5959664337227943806","1","2","1","","1618500887377","wxid_o1ftbileig8i21","嗯，那你赶紧洗漱准备休息吧，别累坏了","","","{","","","497","","-1","","0","0"
"288","309826643580197985","1","4","0","","1618501200000","wxid_o1ftbileig8i21","嗯嗯，你也早点休息","","","{","","","497","","-1","","710471121","0"
"289","8372047571676351019","1","2","1","","1618501294229","wxid_o1ftbileig8i21","嗯嗯","","","{","","","497","","-1","","0","0"
"290","7516510498396449938","1","2","1","","1618584715812","wxid_o1ftbileig8i21","周末还加班吗？","","","{","","","497","","-1","","0","0"
"291","9147803062895506855","1","4","0","","1618584754000","wxid_o1ftbileig8i21","恩，明天还要加，现在也没下班","","","{","","","497","","-1","","710471757","0"
"292","7684194130454526449","1","2","1","","1618584789537","wxid_o1ftbileig8i21","[裂开][裂开][裂开]","","","{","","","497","","-1","","0","0"
"293","6277872374463307360","1","4","0","","1618585077000","wxid_o1ftbileig8i21","上半个月还每天6点半下班，现在这个项目比较忙","","","{","","","497","","-1","","710471791","0"
"294","8309063444362897747","1","2","1","","1618585115543","wxid_o1ftbileig8i21","理解","","","{","","","497","","-1","","0","0"
"295","6779565592701529041","1","2","1","","1618585129036","wxid_o1ftbileig8i21","略懂一点你们的工作","","","{","","","497","","-1","","0","0"
"296","6695028054398293603","1","2","1","","1618585199287","wxid_o1ftbileig8i21","这么忙还记得你生日是哪天吗？[阴险]","","","{","","","497","","-1","","0","0"
"297","4906587479606245886","1","4","0","","1618585608000","wxid_o1ftbileig8i21","我想想哈","","","{","","","497","","-1","","710471816","0"
"298","2153122326996817988","1","4","0","","1618585615000","wxid_o1ftbileig8i21","[偷笑]","","","{","","","497","","-1","","710471817","0"
"299","3236869714232143864","1","2","1","","1618585624951","wxid_o1ftbileig8i21","可怜的","","","{","","","497","","-1","","0","0"
"300","6517355915881968962","1","2","1","","1618618798651","wxid_o1ftbileig8i21","昨晚啥时候下班的","","","{","","","497","","-1","","0","0"
"301","5578663595195186527","1","4","0","","1618619994000","wxid_o1ftbileig8i21","回来的时候12点了","","","{","","","497","","-1","","710471885","0"
"302","6270660073634425510","1","2","1","","1618620141034","wxid_o1ftbileig8i21","这个项目还要做多久？","","","{","","","497","","-1","","0","0"
"303","6715328710731116433","1","4","0","","1618620445000","wxid_o1ftbileig8i21","应该到四月底","","","{","","","497","","-1","","710471888","0"
"304","7371401767600957932","1","2","1","","1618621760906","wxid_o1ftbileig8i21","那还好","","","{","","","497","","-1","","0","0"
"305","3264608087745865965","1","2","1","","1618653962000","wxid_o1ftbileig8i21","你还没说你生日是哪一天呢[让我看看]","","","{","","","497","","-1","","710472870","0"
"306","1634024052754549340","1","4","0","","1618654069000","wxid_o1ftbileig8i21","哈哈以为你就开玩笑问问呢，我农历3月11的","","","{","","","497","","-1","","710472871","0"
"307","5744878086063276583","1","2","1","","1618655394000","wxid_o1ftbileig8i21","切[翻白眼]","","","{","","","497","","-1","","710472891","0"
"308","4237293442949097161","1","2","1","","1618655415000","wxid_o1ftbileig8i21","刚吃饭去了","","","{","","","497","","-1","","710472892","0"
"309","2576035682048691486","1","4","0","","1618656123000","wxid_o1ftbileig8i21","你呢","","","{","","","497","","-1","","710472895","0"
"310","1347469481966930669","1","2","1","","1618656212925","wxid_o1ftbileig8i21","农历十一月二十","","","{","","","497","","-1","","0","0"
"311","7435618340019630081","1","2","1","","1618657231000","wxid_o1ftbileig8i21","啊，改论文好烦，看论文好累[皱眉]","","","{","","","497","","-1","","710472919","0"
"312","1381701078597799977","1","4","0","","1618657741000","wxid_o1ftbileig8i21","加油，跨专业读研的大佬可以的[皱眉]","","","{","","","497","","-1","","710472921","0"
"313","1520556241626508091","1","2","1","","1618657816419","wxid_o1ftbileig8i21","我怀疑你在阴阳我，但是没有证据","","","{","","","497","","-1","","0","0"
"314","595949152227663539","1","2","1","","1618657844540","wxid_o1ftbileig8i21","学术垃圾制造者","","","{","","","497","","-1","","0","0"
"315","7803219098223503140","1","2","1","","1618658235000","wxid_o1ftbileig8i21","不过你在知网搜我还能看到我发表的论文[旺柴]","","","{","","","497","","-1","","710472929","0"
"316","4708616886748881502","1","4","0","","1618658363000","wxid_o1ftbileig8i21","哈哈哈莫名感觉到有点傲娇[旺柴]","","","{","","","497","","-1","","710472931","0"
"317","8156613765228802733","1","2","1","","1618658388000","wxid_o1ftbileig8i21","不能跌份不是","","","{","","","497","","-1","","710472933","0"
"318","5539793489252695383","1","2","1","","1618671307356","wxid_o1ftbileig8i21","明天还加班不","","","{","","","497","","-1","","0","0"
"319","8395909836825231042","1","4","0","","1618672644000","wxid_o1ftbileig8i21","应该不用，就是今晚会走晚些","","","{","","","497","","-1","","710472999","0"
"320","3327303787380900581","47","2","1","","1618672713631","wxid_o1ftbileig8i21","wxid_vxvfjk2ls4pa21:0:0:c780c5a4354ca4e73bfd01e9055a1eae::0
","c780c5a4354ca4e73bfd01e9055a1eae","","{","","","497","","-1","","0","0"
"321","7236448363194082681","1","2","1","","1618701601579","wxid_o1ftbileig8i21","起床[奸笑]","","","{","","","497","","-1","","0","0"
"322","2490361647637746758","1","4","0","","1618702772000","wxid_o1ftbileig8i21","刚醒但好困，不想起床[捂脸]","","","{","","","497","","-1","","710473046","0"
"323","4737609800090095482","1","2","1","","1618702794587","wxid_o1ftbileig8i21","醒这么早啊","","","{","","","497","","-1","","0","0"
"324","6931143442491063370","1","2","1","","1618702814861","wxid_o1ftbileig8i21","我还想着你要睡到大上午呢","","","{","","","497","","-1","","0","0"
"325","8869516600295418500","1","4","0","","1618707785000","wxid_o1ftbileig8i21","哈哈也不是一般情况，我现在也没起床[皱眉]","","","{","","","497","","-1","","710473093","0"
"326","5941157032277499645","1","2","1","","1618707813000","wxid_o1ftbileig8i21","知道你睡的晚，好不容易周末就多睡会","","","{","","","497","","-1","","710473095","0"
"327","6119642556099671350","1","2","1","","1618707828000","wxid_o1ftbileig8i21","换我我要躺一天","","","{","","","497","","-1","","710473096","0"
"328","8969669611071631232","1","2","1","","1619625949546","wxid_o1ftbileig8i21","白天日常看山水，晚上房东让一起出去玩，就跟着去外边看了会夜景","","","{","","","497","","-1","","0","0"
"329","8755740695152440514","1","2","1","","1619625974305","wxid_o1ftbileig8i21","绕了很远一圈","","","{","","","497","","-1","","0","0"
"330","4675313637948544729","1","2","1","","1619626189004","wxid_o1ftbileig8i21","你在干嘛呢？","","","{","","","497","","-1","","0","0"
"331","6640283504866205564","1","4","0","","1619626209000","wxid_o1ftbileig8i21","我在想该给你回些啥哈哈","","","{","","","497","","-1","","710484546","0"
"332","7869444855944652847","1","4","0","","1619626233000","wxid_o1ftbileig8i21","你刚才说看山水，就感觉岁月静好的样子","","","{","","","497","","-1","","710484549","0"
"333","5864663729564239466","1","2","1","","1619626264307","wxid_o1ftbileig8i21","太悠闲了","","","{","","","497","","-1","","0","0"
"334","8124749896828632641","1","2","1","","1619626276500","wxid_o1ftbileig8i21","比老年人都老年人","","","{","","","497","","-1","","0","0"
"335","3042292489656916210","1","2","1","","1619626318504","wxid_o1ftbileig8i21","你以前晚上都多会睡觉","","","{","","","497","","-1","","0","0"
"336","6909242658660755031","1","4","0","","1619626425000","wxid_o1ftbileig8i21","12点半左右","","","{","","","497","","-1","","710484553","0"
"337","5249692982484411854","1","2","1","","1619626508773","wxid_o1ftbileig8i21","那，晚安？各玩会各的[旺柴]","","","{","","","497","","-1","","0","0"
"338","1610414935580910368","1","4","0","","1619626615000","wxid_o1ftbileig8i21","哈哈哈仿佛看透了很多[皱眉]","","","{","","","497","","-1","","710484558","0"
"339","1786553748550873484","1","2","1","","1619626632595","wxid_o1ftbileig8i21","看透啥了","","","{","","","497","","-1","","0","0"
"340","7721101183991695147","1","4","0","","1619626646000","wxid_o1ftbileig8i21","晚安后各玩各的[捂脸]","","","{","","","497","","-1","","710484562","0"
"341","2994400190923518814","1","2","1","","1619626667236","wxid_o1ftbileig8i21","切","","","{","","","497","","-1","","0","0"
"342","1399890521203778184","1","2","1","","1619626703973","wxid_o1ftbileig8i21","我想晚安后和你一起玩[皱眉]","","","{","","","497","","-1","","0","0"
"343","2513843906868136665","1","4","0","","1619626722000","wxid_o1ftbileig8i21","哈哈哈好呀你想玩啥[皱眉]","","","{","","","497","","-1","","710484567","0"
"344","5022857449412853799","1","2","1","","1619626751377","wxid_o1ftbileig8i21","
你平时洗漱完到睡前都干啥","","","{","","","497","","-1","","0","0"
"345","2703209303739630724","1","4","0","","1619626794000","wxid_o1ftbileig8i21","比较无聊了刷刷朋友圈看看微博，偶尔刷刷B站","","","{","","","497","","-1","","710484571","0"
"346","3586935119880872652","1","2","1","","1619626833382","wxid_o1ftbileig8i21","B站几级了","","","{","","","497","","-1","","0","0"
"347","6950186890129572155","1","4","0","","1619626930000","wxid_o1ftbileig8i21","哈哈我也是工作后才下载的，只是简单看看，大概是0级吧[皱眉]","","","{","","","497","","-1","","710484577","0"
"348","5829622086063313917","1","2","1","","1619626941002","wxid_o1ftbileig8i21","啊？","","","{","","","497","","-1","","0","0"
"349","1162133973874149559","1","2","1","","1619626971082","wxid_o1ftbileig8i21","好吧[捂脸]","","","{","","","497","","-1","","0","0"
"350","4100648242191077196","1","2","1","","1619627006993","wxid_o1ftbileig8i21","我以前刷微博来着，但是后来发现微博越来越扯，现在就只发微博不看微博[捂脸]","","","{","","","497","","-1","","0","0"
"351","5175836239459937065","1","4","0","","1619627045000","wxid_o1ftbileig8i21","哇你还经常发微博吗","","","{","","","497","","-1","","710484583","0"
"352","7643669198847647580","1","2","1","","1619627053068","wxid_o1ftbileig8i21","是啊","","","{","","","497","","-1","","0","0"
"353","6617258668345578922","1","4","0","","1619627062000","wxid_o1ftbileig8i21","我好像没发过","","","{","","","497","","-1","","710484587","0"
"354","7418677171106727770","1","2","1","","1619627078599","wxid_o1ftbileig8i21","因为一直没有人可以说话","","","{","","","497","","-1","","0","0"
"355","3626861711721661915","1","2","1","","1619627085227","wxid_o1ftbileig8i21","所以就自言自语了","","","{","","","497","","-1","","0","0"
"356","1663954973231179309","1","4","0","","1619627086000","wxid_o1ftbileig8i21","你都发啥呀","","","{","","","497","","-1","","710484590","0"
"357","5493061469681638068","1","2","1","","1619627101298","wxid_o1ftbileig8i21","一些乱七八糟的","","","{","","","497","","-1","","0","0"
"358","5211681232872347250","1","2","1","","1619627104230","wxid_o1ftbileig8i21","啥都发","","","{","","","497","","-1","","0","0"
"359","8915706536071309989","1","2","1","","1619627183262","wxid_o1ftbileig8i21","朋友圈我一般只发快乐的","","","{","","","497","","-1","","0","0"
"360","749024564542120456","1","2","1","","1619627202219","wxid_o1ftbileig8i21","微博就发带点思考的，或者沉重的","","","{","","","497","","-1","","0","0"
"361","7864244251054895443","1","2","1","","1619627206212","wxid_o1ftbileig8i21","严肃的","","","{","","","497","","-1","","0","0"
"362","8264969912985735880","1","2","1","","1619627208448","wxid_o1ftbileig8i21","这种","","","{","","","497","","-1","","0","0"
"363","273296596662135073","1","4","0","","1619627208449","wxid_o1ftbileig8i21","嗯嗯好像听说朋友圈大家都积极向上","","","{","","","497","","-1","","710484599","0"
"364","9064536762076062965","1","2","1","","1619627213378","wxid_o1ftbileig8i21","哈哈哈","","","{","","","497","","-1","","0","0"
"365","5246792576718536674","1","2","1","","1619627227193","wxid_o1ftbileig8i21","人前显贵","","","{","","","497","","-1","","0","0"
"366","7593304012008340134","1","4","0","","1619627231000","wxid_o1ftbileig8i21","沉重的比如？","","","{","","","497","","-1","","710484602","0"
"367","7803518865332937296","1","2","1","","1619627254925","wxid_o1ftbileig8i21","比如一些思考","","","{","","","497","","-1","","0","0"
"368","2770337542718451467","1","2","1","","1619627291730","wxid_o1ftbileig8i21","以前看白鹿原，总是先钦佩男主的正直本分，后厌恶他的守旧固执，现在重看的时候忽然发现男主一直没有变过，正直和固执，本分和守旧，都是男主在不同环境中相同程度的不同表现，并不是对冲击的过度反应","","","{","","","497","","-1","","0","0"
"369","3477690119944132015","1","2","1","","1619627298913","wxid_o1ftbileig8i21","复制了一条","","","{","","","497","","-1","","0","0"
"370","9138535756509018372","1","4","0","","1619627446000","wxid_o1ftbileig8i21","我没看过白鹿原，但感觉你说的挺对，但正直的人本质也感觉会是固执的","","","{","","","497","","-1","","710484610","0"
"371","8887043052279712867","1","4","0","","1619627452000","wxid_o1ftbileig8i21","至少不会随波逐流","","","{","","","497","","-1","","710484613","0"
"372","224412610468671393","1","2","1","","1619627465670","wxid_o1ftbileig8i21","是啊","","","{","","","497","","-1","","0","0"
"373","8035682653137276956","1","4","0","","1619627514000","wxid_o1ftbileig8i21","喜欢看书喜欢思考的男生","","","{","","","497","","-1","","710484615","0"
"374","7388263468258080575","1","2","1","","1619627529581","wxid_o1ftbileig8i21","直接说喜欢我不行吗[皱眉]","","","{","","","497","","-1","","0","0"
"375","2021227612528335560","1","4","0","","1619627552000","wxid_o1ftbileig8i21","好的～喜欢对面的有深度的男生","","","{","","","497","","-1","","710484617","0"
"376","4161414709680269908","1","2","1","","1619627560099","wxid_o1ftbileig8i21","哈哈哈","","","{","","","497","","-1","","0","0"
"377","3527693088786172800","1","2","1","","1619627570860","wxid_o1ftbileig8i21","完蛋，今晚又睡不着了","","","{","","","497","","-1","","0","0"
"378","3217009380363447407","1","4","0","","1619627613000","wxid_o1ftbileig8i21","还是要好好睡觉呀～","","","{","","","497","","-1","","710484620","0"
"379","215869301198165573","1","2","1","","1619627637353","wxid_o1ftbileig8i21","你平时看闲书吗","","","{","","","497","","-1","","0","0"
"380","5331166544191151105","1","4","0","","1619627646000","wxid_o1ftbileig8i21","好久没看了[捂脸]","","","{","","","497","","-1","","710484622","0"
"381","8480772794238970888","1","2","1","","1619627651325","wxid_o1ftbileig8i21","我工作后就没看过了","","","{","","","497","","-1","","0","0"
"382","8749085907481380599","1","4","0","","1619627656000","wxid_o1ftbileig8i21","上学时偶尔会看","","","{","","","497","","-1","","710484624","0"
"383","473179372069234603","1","2","1","","1619627662748","wxid_o1ftbileig8i21","在学校闲，就会看","","","{","","","497","","-1","","0","0"
"384","4663783288834079857","1","4","0","","1619627666000","wxid_o1ftbileig8i21","小时候家里定了一些杂志","","","{","","","497","","-1","","710484626","0"
"385","9128312724066689807","1","4","0","","1619627673000","wxid_o1ftbileig8i21","卫生间文学[捂脸]","","","{","","","497","","-1","","710484627","0"
"386","6455929561049903487","1","2","1","","1619627678184","wxid_o1ftbileig8i21","哈哈哈","","","{","","","497","","-1","","0","0"
"387","1162385189284661773","1","4","0","","1619627691000","wxid_o1ftbileig8i21","后来被教育了这样不好","","","{","","","497","","-1","","710484629","0"
"388","5030966632261255885","1","2","1","","1619627701088","wxid_o1ftbileig8i21","那些杂志咋都没想到被你归到这类了","","","{","","","497","","-1","","0","0"
"389","5352083681293644475","1","4","0","","1619627723000","wxid_o1ftbileig8i21","青年文摘，读者，还有特别关注啥的","","","{","","","497","","-1","","710484631","0"
"390","3146248394555569876","1","4","0","","1619627736000","wxid_o1ftbileig8i21","知音有的文章太过成熟","","","{","","","497","","-1","","710484632","0"
"391","6855490948780695802","1","2","1","","1619627749382","wxid_o1ftbileig8i21","中年男士的读物，对不对[机智]","","","{","","","497","","-1","","0","0"
"392","620490168158510735","1","4","0","","1619627750000","wxid_o1ftbileig8i21","不适合当时的我","","","{","","","497","","-1","","710484634","0"
"393","5731975650723396761","1","2","1","","1619627764125","wxid_o1ftbileig8i21","知音对你太过了","","","{","","","497","","-1","","0","0"
"394","7068178148771383639","1","4","0","","1619627788000","wxid_o1ftbileig8i21","哈哈你以前也看吗","","","{","","","497","","-1","","710484636","0"
"395","1491405267919825498","1","2","1","","1619627805030","wxid_o1ftbileig8i21","我家以前特别关注期期不断","","","{","","","497","","-1","","0","0"
"396","2823403570462176786","1","2","1","","1619627817522","wxid_o1ftbileig8i21","智能手机普及后就断了","","","{","","","497","","-1","","0","0"
"397","434980774475327277","1","4","0","","1619627876000","wxid_o1ftbileig8i21","哈哈哈，我也不太记得我家杂志啥时候断的，也可能没断","","","{","","","497","","-1","","710484639","0"
"398","6882334237628497515","1","4","0","","1619627882000","wxid_o1ftbileig8i21","只是少了很多","","","{","","","497","","-1","","710484641","0"
"399","5173570509737996301","1","2","1","","1619627897724","wxid_o1ftbileig8i21","现在没啥人看了","","","{","","","497","","-1","","0","0"
"400","4905691175084402810","1","4","0","","1619627902000","wxid_o1ftbileig8i21","嗯嗯","","","{","","","497","","-1","","710484643","0"
"401","6427793565197512981","1","4","0","","1619627911000","wxid_o1ftbileig8i21","大家都忙着刷手机了","","","{","","","497","","-1","","710484645","0"
"402","260389488615491631","1","2","1","","1619627926758","wxid_o1ftbileig8i21","是啊","","","{","","","497","","-1","","0","0"
"403","4463427606065413360","1","4","0","","1619627945000","wxid_o1ftbileig8i21","长辈还教育小孩不要玩手机","","","{","","","497","","-1","","710484647","0"
"404","5676278746817390139","1","4","0","","1619627953000","wxid_o1ftbileig8i21","自己都经常离不开","","","{","","","497","","-1","","710484648","0"
"405","2343887309411052747","1","2","1","","1619627960343","wxid_o1ftbileig8i21","玩起来比小孩都厉害","","","{","","","497","","-1","","0","0"
"406","7064393345282860552","1","4","0","","1619627963000","wxid_o1ftbileig8i21","哈哈哈","","","{","","","497","","-1","","710484650","0"
"407","854878036538824634","1","4","0","","1619627965000","wxid_o1ftbileig8i21","是呀","","","{","","","497","","-1","","710484651","0"
"408","3387721877861073906","1","2","1","","1619628007076","wxid_o1ftbileig8i21","是不是该睡觉了","","","{","","","497","","-1","","0","0"
"409","1898865339403957935","1","2","1","","1619678920000","wxid_o1ftbileig8i21","嗯，行吧","","","{","","","497","","-1","","710484961","0"
"410","7382484655496514481","1","4","0","","1619678925000","wxid_o1ftbileig8i21","当然也会有系统备份软件","","","{","","","497","","-1","","710484962","0"
